SEXO,NIVEL_ACADEMICO,DPTO_INSTITUCION,ORDEN,SECTOR_ADMTIVO,NATURALEZA_JURIDICA,CLASIFICACION_ORGANICA,NIVEL_JERARQUICO_EMPLEO,TIPO_NOMBRAMIENTO,ASIG_BASICA,FECHA_VINCULACION
MASCULINO,PREGRADO,CUNDINAMARCA,TERRITORIAL,NO APLICA,ALCALDÍA,RAMA EJECUTIVA,DIRECTIVO,LIBRE NOMBRAMIENTO Y REMOCIÓN,2551500.0,2020-01-14
MASCULINO,POSTGRADO,BOGOTÁ. D.C.,NACIONAL,NO APLICA,ESTABLECIMIENTO PÚBLICO,RAMA JUDICIAL,PROFESIONAL,LIBRE NOMBRAMIENTO Y REMOCIÓN,5952334.0,1981-11-13
MASCULINO,POSTGRADO,CUNDINAMARCA,TERRITORIAL,NO APLICA,ALCALDÍA,RAMA EJECUTIVA,DIRECTIVO,LIBRE NOMBRAMIENTO Y REMOCIÓN,5042892.0,2022-01-01
MASCULINO,PREGRADO,CUNDINAMARCA,TERRITORIAL,NO APLICA,ALCALDÍA,RAMA EJECUTIVA,DIRECTIVO,LIBRE NOMBRAMIENTO Y REMOCIÓN,2096521.0,2020-01-02
MASCULINO,POSTGRADO,BOGOTÁ. D.C.,TERRITORIAL,NO APLICA,EMPRESA INDUSTRIAL Y COMERCIAL DEL ESTADO,RAMA EJECUTIVA,ASESOR,LIBRE NOMBRAMIENTO Y REMOCIÓN,6890497.0,2020-02-20
MASCULINO,POSTGRADO,BOGOTÁ. D.C.,NACIONAL,NO APLICA,FISCALÍA GENERAL DE LA NACIÓN,RAMA JUDICIAL,DIRECTIVO,LIBRE NOMBRAMIENTO Y REMOCIÓN,23613305.0,2016-08-25
MASCULINO,PREGRADO,BOGOTÁ. D.C.,NACIONAL,NO APLICA,ESPECIAL,SISTEMA INTEGRAL DE VERDAD JUSTICIA REPARACIÓN Y NO REPETICIÓN,DIRECTIVO,PERIODO FIJO,10869233.0,2018-01-15
MASCULINO,POSTGRADO,BOGOTÁ. D.C.,NACIONAL,TRABAJO,EMPRESA INDUSTRIAL Y COMERCIAL DEL ESTADO,RAMA EJECUTIVA,DIRECTIVO,CONTRATO LABORAL,21439655.0,2019-01-28
MASCULINO,PREGRADO,BOGOTÁ. D.C.,NACIONAL,NO APLICA,FISCALÍA GENERAL DE LA NACIÓN,RAMA JUDICIAL,DIRECTIVO,LIBRE NOMBRAMIENTO Y REMOCIÓN,16674915.0,2004-09-13
MASCULINO,PREGRADO,CUNDINAMARCA,TERRITORIAL,NO APLICA,ALCALDÍA,RAMA EJECUTIVA,DIRECTIVO,LIBRE NOMBRAMIENTO Y REMOCIÓN,2066517.0,2014-10-01
MASCULINO,POSTGRADO,BOGOTÁ. D.C.,TERRITORIAL,NO APLICA,GOBERNACIÓN,RAMA EJECUTIVA,ASESOR,LIBRE NOMBRAMIENTO Y REMOCIÓN,7737246.0,2021-02-01
MASCULINO,POSTGRADO,CUNDINAMARCA,TERRITORIAL,NO APLICA,ALCALDÍA,RAMA EJECUTIVA,DIRECTIVO,LIBRE NOMBRAMIENTO Y REMOCIÓN,3024500.0,2020-01-02
MASCULINO,SIN INFORMACION,CUNDINAMARCA,TERRITORIAL,NO APLICA,EMPRESA DE SERVICIOS PÚBLICOS DOMICILIARIOS OFICIAL,RAMA EJECUTIVA,DIRECTIVO,LIBRE NOMBRAMIENTO Y REMOCIÓN,3305526.0,2005-04-15
MASCULINO,PREGRADO,CUNDINAMARCA,TERRITORIAL,NO APLICA,ALCALDÍA,RAMA EJECUTIVA,DIRECTIVO,LIBRE NOMBRAMIENTO Y REMOCIÓN,3330482.0,2016-01-04
MASCULINO,POSTGRADO,BOGOTÁ. D.C.,TERRITORIAL,NO APLICA,EMPRESA DE SERVICIOS PÚBLICOS DOMICILIARIOS OFICIAL,RAMA EJECUTIVA,DIRECTIVO,LIBRE NOMBRAMIENTO Y REMOCIÓN,8972833.0,2020-01-16
MASCULINO,PREGRADO,CUNDINAMARCA,TERRITORIAL,NO APLICA,ALCALDÍA,RAMA EJECUTIVA,DIRECTIVO,LIBRE NOMBRAMIENTO Y REMOCIÓN,3337864.0,2013-01-04
MASCULINO,POSTGRADO,BOGOTÁ. D.C.,NACIONAL,NO APLICA,ESTABLECIMIENTO PÚBLICO,RAMA JUDICIAL,ASESOR,LIBRE NOMBRAMIENTO Y REMOCIÓN,8942807.0,2022-08-01
MASCULINO,POSTGRADO,BOGOTÁ. D.C.,TERRITORIAL,NO APLICA,GOBERNACIÓN,RAMA EJECUTIVA,DIRECTIVO,LIBRE NOMBRAMIENTO Y REMOCIÓN,8284764.0,2020-02-13
MASCULINO,POSTGRADO,CUNDINAMARCA,TERRITORIAL,NO APLICA,EMPRESA SOCIAL DEL ESTADO,RAMA EJECUTIVA,DIRECTIVO,LIBRE NOMBRAMIENTO Y REMOCIÓN,8652493.0,2016-10-21
MASCULINO,POSTGRADO,BOGOTÁ. D.C.,NACIONAL,DEFENSA,EMPRESA INDUSTRIAL Y COMERCIAL DEL ESTADO,RAMA EJECUTIVA,DIRECTIVO,LIBRE NOMBRAMIENTO Y REMOCIÓN,8765278.0,2022-02-08
MASCULINO,BASICA SECUNDARIA,BOGOTÁ. D.C.,NACIONAL,TRANSPORTE,UNIDAD ADMINISTRATIVA ESPECIAL CON PERSONERÍA JURÍDICA,RAMA EJECUTIVA,ASESOR,LIBRE NOMBRAMIENTO Y REMOCIÓN,4227734.0,2018-01-26
MASCULINO,PREGRADO,BOGOTÁ. D.C.,TERRITORIAL,NO APLICA,GOBERNACIÓN,RAMA EJECUTIVA,DIRECTIVO,LIBRE NOMBRAMIENTO Y REMOCIÓN,14448012.0,2020-01-08
MASCULINO,BASICA SECUNDARIA,CUNDINAMARCA,TERRITORIAL,NO APLICA,ALCALDÍA,RAMA EJECUTIVA,DIRECTIVO,ELECCIÓN,3458164.0,2019-12-31
MASCULINO,PREGRADO,BOGOTÁ. D.C.,TERRITORIAL,NO APLICA,UNIDAD ADMINISTRATIVA ESPECIAL CON PERSONERÍA JURÍDICA,RAMA EJECUTIVA,PROFESIONAL,LIBRE NOMBRAMIENTO Y REMOCIÓN,4707000.0,2020-03-16
MASCULINO,PREGRADO,CUNDINAMARCA,TERRITORIAL,NO APLICA,ALCALDÍA,RAMA EJECUTIVA,DIRECTIVO,LIBRE NOMBRAMIENTO Y REMOCIÓN,2783382.0,2016-01-04
MASCULINO,SIN INFORMACION,CUNDINAMARCA,TERRITORIAL,NO APLICA,ALCALDÍA,RAMA EJECUTIVA,DIRECTIVO,ELECCIÓN POPULAR,3458164.0,2012-01-01
MASCULINO,PREGRADO,CUNDINAMARCA,TERRITORIAL,NO APLICA,ALCALDÍA,RAMA EJECUTIVA,DIRECTIVO,LIBRE NOMBRAMIENTO Y REMOCIÓN,2419709.0,2016-01-04
MASCULINO,SIN INFORMACION,CUNDINAMARCA,TERRITORIAL,NO APLICA,ESTABLECIMIENTO PÚBLICO,RAMA EJECUTIVA,DIRECTIVO,LIBRE NOMBRAMIENTO Y REMOCIÓN,3864386.0,2018-07-03
MASCULINO,PREGRADO,CUNDINAMARCA,TERRITORIAL,NO APLICA,ALCALDÍA,RAMA EJECUTIVA,PROFESIONAL,LIBRE NOMBRAMIENTO Y REMOCIÓN,1661466.0,1995-09-06
MASCULINO,PREGRADO,CUNDINAMARCA,TERRITORIAL,NO APLICA,ESTABLECIMIENTO PÚBLICO,RAMA EJECUTIVA,PROFESIONAL,LIBRE NOMBRAMIENTO Y REMOCIÓN,2150000.0,2018-07-09
FEMENINO,SIN INFORMACION,CHOCÓ,TERRITORIAL,NO APLICA,ALCALDÍA,RAMA EJECUTIVA,DIRECTIVO,ELECCIÓN POPULAR,3691591.0,2015-12-30
MASCULINO,PREGRADO,CUNDINAMARCA,TERRITORIAL,NO APLICA,ALCALDÍA,RAMA EJECUTIVA,DIRECTIVO,LIBRE NOMBRAMIENTO Y REMOCIÓN,2616308.0,2016-01-13
MASCULINO,POSTGRADO,BOGOTÁ. D.C.,NACIONAL,HACIENDA Y CRÉDITO PÚBLICO,SUPERINTENDENCIA CON PERSONERÍA JURÍDICA,RAMA EJECUTIVA,ASESOR,LIBRE NOMBRAMIENTO Y REMOCIÓN,6630024.0,1999-07-06
MASCULINO,POSTGRADO,BOGOTÁ. D.C.,NACIONAL,INCLUSIÓN SOCIAL Y RECONCILIACIÓN,ESTABLECIMIENTO PÚBLICO,RAMA EJECUTIVA,ASESOR,LIBRE NOMBRAMIENTO Y REMOCIÓN,11850174.0,2022-10-21
MASCULINO,PREGRADO,CUNDINAMARCA,TERRITORIAL,NO APLICA,ALCALDÍA,RAMA EJECUTIVA,DIRECTIVO,ELECCIÓN,3458164.0,2020-01-01
MASCULINO,PREGRADO,CUNDINAMARCA,TERRITORIAL,NO APLICA,ALCALDÍA,RAMA EJECUTIVA,DIRECTIVO,LIBRE NOMBRAMIENTO Y REMOCIÓN,2394933.0,2020-01-02
MASCULINO,POSTGRADO,BOGOTÁ. D.C.,TERRITORIAL,NO APLICA,GOBERNACIÓN,RAMA EJECUTIVA,ASESOR,LIBRE NOMBRAMIENTO Y REMOCIÓN,6201663.0,2014-08-08
MASCULINO,POSTGRADO,CUNDINAMARCA,TERRITORIAL,NO APLICA,ALCALDÍA,RAMA EJECUTIVA,DIRECTIVO,ELECCIÓN,3458164.0,2020-01-01
MASCULINO,POSTGRADO,BOGOTÁ. D.C.,TERRITORIAL,NO APLICA,GOBERNACIÓN,RAMA EJECUTIVA,DIRECTIVO,LIBRE NOMBRAMIENTO Y REMOCIÓN,8284764.0,2020-02-03
MASCULINO,POSTGRADO,CUNDINAMARCA,TERRITORIAL,NO APLICA,ALCALDÍA,RAMA EJECUTIVA,DIRECTIVO,PERIODO FIJO,2242732.0,2013-12-30
MASCULINO,POSTGRADO,CUNDINAMARCA,TERRITORIAL,NO APLICA,ALCALDÍA,RAMA EJECUTIVA,DIRECTIVO,ELECCIÓN POPULAR,3691591.0,2016-01-01
MASCULINO,PREGRADO,BOGOTÁ. D.C.,TERRITORIAL,NO APLICA,ESTABLECIMIENTO PÚBLICO,RAMA EJECUTIVA,DIRECTIVO,LIBRE NOMBRAMIENTO Y REMOCIÓN,10156504.0,2021-07-23
MASCULINO,PREGRADO,CUNDINAMARCA,TERRITORIAL,NO APLICA,ALCALDÍA,RAMA EJECUTIVA,DIRECTIVO,LIBRE NOMBRAMIENTO Y REMOCIÓN,3008909.0,2020-01-02
MASCULINO,PREGRADO,CUNDINAMARCA,TERRITORIAL,NO APLICA,PERSONERÍA MUNICIPAL,ORGANISMO DE CONTROL Y VIGILANCIA,DIRECTIVO,PERIODO FIJO,4261640.0,2020-03-01
MASCULINO,POSTGRADO,BOGOTÁ. D.C.,TERRITORIAL,NO APLICA,GOBERNACIÓN,RAMA EJECUTIVA,DIRECTIVO,LIBRE NOMBRAMIENTO Y REMOCIÓN,8284764.0,2020-02-03
MASCULINO,PREGRADO,CUNDINAMARCA,TERRITORIAL,NO APLICA,ALCALDÍA,RAMA EJECUTIVA,DIRECTIVO,LIBRE NOMBRAMIENTO Y REMOCIÓN,2762242.0,2021-10-20
MASCULINO,POSTGRADO,BOGOTÁ. D.C.,TERRITORIAL,NO APLICA,GOBERNACIÓN,RAMA EJECUTIVA,DIRECTIVO,LIBRE NOMBRAMIENTO Y REMOCIÓN,11928859.0,2016-02-16
MASCULINO,POSTGRADO,BOGOTÁ. D.C.,NACIONAL,PLANEACIÓN,DEPARTAMENTO ADMINISTRATIVO,RAMA EJECUTIVA,DIRECTIVO,LIBRE NOMBRAMIENTO Y REMOCIÓN,8872530.0,2013-04-23
MASCULINO,POSTGRADO,CUNDINAMARCA,TERRITORIAL,NO APLICA,ALCALDÍA,RAMA EJECUTIVA,DIRECTIVO,ELECCIÓN POPULAR,3458164.0,2020-01-01
MASCULINO,POSTGRADO,CUNDINAMARCA,TERRITORIAL,NO APLICA,ALCALDÍA,RAMA EJECUTIVA,DIRECTIVO,LIBRE NOMBRAMIENTO Y REMOCIÓN,3024500.0,2020-01-04
MASCULINO,BASICA SECUNDARIA,CUNDINAMARCA,TERRITORIAL,NO APLICA,ALCALDÍA,RAMA EJECUTIVA,DIRECTIVO,ELECCIÓN POPULAR,3879493.0,2020-01-01
MASCULINO,POSTGRADO,BOGOTÁ. D.C.,TERRITORIAL,NO APLICA,GOBERNACIÓN,RAMA EJECUTIVA,ASESOR,LIBRE NOMBRAMIENTO Y REMOCIÓN,11321727.0,2021-04-15
MASCULINO,PREGRADO,CUNDINAMARCA,TERRITORIAL,NO APLICA,ALCALDÍA,RAMA EJECUTIVA,DIRECTIVO,LIBRE NOMBRAMIENTO Y REMOCIÓN,3330482.0,2016-01-04
MASCULINO,POSTGRADO,BOGOTÁ. D.C.,TERRITORIAL,NO APLICA,GOBERNACIÓN,RAMA EJECUTIVA,DIRECTIVO,LIBRE NOMBRAMIENTO Y REMOCIÓN,9432242.0,2020-07-15
MASCULINO,POSTGRADO,BOGOTÁ. D.C.,NACIONAL,JUSTICIA Y DEL DERECHO,SUPERINTENDENCIA CON PERSONERÍA JURÍDICA,RAMA EJECUTIVA,DIRECTIVO,NOMBRAMIENTO PROVISIONAL,5503067.0,2018-08-01
MASCULINO,POSTGRADO,BOGOTÁ. D.C.,NACIONAL,MINAS Y ENERGÍA,UNIDAD ADMINISTRATIVA ESPECIAL SIN PERSONERÍA JURÍDICA,RAMA EJECUTIVA,ASESOR,LIBRE NOMBRAMIENTO Y REMOCIÓN,12710497.0,2007-10-01
MASCULINO,PREGRADO,BOGOTÁ. D.C.,TERRITORIAL,NO APLICA,GOBERNACIÓN,RAMA EJECUTIVA,DIRECTIVO,LIBRE NOMBRAMIENTO Y REMOCIÓN,9813047.0,2021-06-03
MASCULINO,POSTGRADO,CUNDINAMARCA,TERRITORIAL,NO APLICA,ALCALDÍA,RAMA EJECUTIVA,DIRECTIVO,PERIODO FIJO,2983559.0,2022-01-05
MASCULINO,POSTGRADO,BOGOTÁ. D.C.,NACIONAL,NO APLICA,ESPECIAL,SISTEMA INTEGRAL DE VERDAD JUSTICIA REPARACIÓN Y NO REPETICIÓN,PROFESIONAL,LIBRE NOMBRAMIENTO Y REMOCIÓN,8591572.0,2020-02-03
MASCULINO,POSTGRADO,CUNDINAMARCA,TERRITORIAL,NO APLICA,ALCALDÍA,RAMA EJECUTIVA,DIRECTIVO,LIBRE NOMBRAMIENTO Y REMOCIÓN,2829817.0,2016-01-13
MASCULINO,POSTGRADO,CUNDINAMARCA,TERRITORIAL,NO APLICA,PERSONERÍA MUNICIPAL,ORGANISMO DE CONTROL Y VIGILANCIA,DIRECTIVO,PERIODO FIJO,3458164.0,2016-01-25
MASCULINO,PREGRADO,CUNDINAMARCA,TERRITORIAL,NO APLICA,EMPRESA DE SERVICIOS PÚBLICOS DOMICILIARIOS OFICIAL,RAMA EJECUTIVA,DIRECTIVO,LIBRE NOMBRAMIENTO Y REMOCIÓN,6139974.0,2020-02-25
MASCULINO,BASICA SECUNDARIA,CUNDINAMARCA,TERRITORIAL,NO APLICA,ALCALDÍA,RAMA EJECUTIVA,DIRECTIVO,ELECCIÓN,3426100.0,2020-01-01
MASCULINO,POSTGRADO,CUNDINAMARCA,TERRITORIAL,NO APLICA,ALCALDÍA,RAMA EJECUTIVA,DIRECTIVO,LIBRE NOMBRAMIENTO Y REMOCIÓN,5323296.0,2022-07-08
MASCULINO,POSTGRADO,BOGOTÁ. D.C.,TERRITORIAL,NO APLICA,GOBERNACIÓN,RAMA EJECUTIVA,ASESOR,LIBRE NOMBRAMIENTO Y REMOCIÓN,8284764.0,2014-06-16
MASCULINO,PREGRADO,CUNDINAMARCA,TERRITORIAL,NO APLICA,ALCALDÍA,RAMA EJECUTIVA,ASESOR,LIBRE NOMBRAMIENTO Y REMOCIÓN,3963000.0,2016-08-05
MASCULINO,POSTGRADO,CUNDINAMARCA,TERRITORIAL,NO APLICA,ALCALDÍA,RAMA EJECUTIVA,DIRECTIVO,LIBRE NOMBRAMIENTO Y REMOCIÓN,4591670.0,2021-01-22
MASCULINO,POSTGRADO,BOGOTÁ. D.C.,NACIONAL,NO APLICA,ESTABLECIMIENTO PÚBLICO,RAMA JUDICIAL,PROFESIONAL,LIBRE NOMBRAMIENTO Y REMOCIÓN,5952334.0,2005-10-11
MASCULINO,SIN INFORMACION,BOGOTÁ. D.C.,NACIONAL,NO APLICA,ENTE UNIVERSITARIO AUTÓNOMO,ÓRGANO AUTÓNOMO,PROFESIONAL,LIBRE NOMBRAMIENTO Y REMOCIÓN,8234287.0,2019-08-20
MASCULINO,BASICA SECUNDARIA,BOGOTÁ. D.C.,NACIONAL,NO APLICA,ENTE UNIVERSITARIO AUTÓNOMO,ÓRGANO AUTÓNOMO,DIRECTIVO,LIBRE NOMBRAMIENTO Y REMOCIÓN,7420592.0,2020-10-01
MASCULINO,POSTGRADO,BOGOTÁ. D.C.,NACIONAL,NO APLICA,ENTE UNIVERSITARIO AUTÓNOMO,ÓRGANO AUTÓNOMO,DIRECTIVO,PERIODO FIJO,11724758.0,2019-08-15
MASCULINO,POSTGRADO,BOGOTÁ. D.C.,TERRITORIAL,NO APLICA,GOBERNACIÓN,RAMA EJECUTIVA,ASESOR,LIBRE NOMBRAMIENTO Y REMOCIÓN,6201663.0,2020-02-06
MASCULINO,POSTGRADO,BOGOTÁ. D.C.,TERRITORIAL,NO APLICA,GOBERNACIÓN,RAMA EJECUTIVA,ASESOR,LIBRE NOMBRAMIENTO Y REMOCIÓN,9813047.0,2020-05-11
MASCULINO,POSTGRADO,BOGOTÁ. D.C.,NACIONAL,JUSTICIA Y DEL DERECHO,SUPERINTENDENCIA CON PERSONERÍA JURÍDICA,RAMA EJECUTIVA,DIRECTIVO,ESCALAFONADO EN CARRERA REGISTRAL,8872530.0,2015-01-23
MASCULINO,SIN INFORMACION,CUNDINAMARCA,TERRITORIAL,NO APLICA,PERSONERÍA MUNICIPAL,ORGANISMO DE CONTROL Y VIGILANCIA,DIRECTIVO,PERIODO FIJO,3190606.0,2016-01-01
MASCULINO,POSTGRADO,BOGOTÁ. D.C.,TERRITORIAL,NO APLICA,GOBERNACIÓN,RAMA EJECUTIVA,DIRECTIVO,LIBRE NOMBRAMIENTO Y REMOCIÓN,9813047.0,2020-02-03
MASCULINO,SIN INFORMACION,CUNDINAMARCA,TERRITORIAL,NO APLICA,ALCALDÍA,RAMA EJECUTIVA,DIRECTIVO,LIBRE NOMBRAMIENTO Y REMOCIÓN,1961885.0,2020-01-01
MASCULINO,POSTGRADO,BOGOTÁ. D.C.,TERRITORIAL,NO APLICA,GOBERNACIÓN,RAMA EJECUTIVA,DIRECTIVO,LIBRE NOMBRAMIENTO Y REMOCIÓN,9432242.0,2020-03-18
MASCULINO,PREGRADO,CUNDINAMARCA,TERRITORIAL,NO APLICA,ALCALDÍA,RAMA EJECUTIVA,DIRECTIVO,ELECCIÓN POPULAR,6023096.0,2012-01-01
MASCULINO,POSTGRADO,BOGOTÁ. D.C.,NACIONAL,NO APLICA,ESTABLECIMIENTO PÚBLICO,RAMA JUDICIAL,PROFESIONAL,LIBRE NOMBRAMIENTO Y REMOCIÓN,6796534.0,2001-12-24
MASCULINO,POSTGRADO,CASANARE,TERRITORIAL,NO APLICA,GOBERNACIÓN,RAMA EJECUTIVA,DIRECTIVO,LIBRE NOMBRAMIENTO Y REMOCIÓN,5902956.0,2022-05-06
MASCULINO,SIN INFORMACION,CUNDINAMARCA,TERRITORIAL,NO APLICA,ESTABLECIMIENTO PÚBLICO,RAMA EJECUTIVA,DIRECTIVO,LIBRE NOMBRAMIENTO Y REMOCIÓN,4290274.0,2011-04-01
MASCULINO,SIN INFORMACION,CUNDINAMARCA,TERRITORIAL,NO APLICA,ALCALDÍA,RAMA EJECUTIVA,DIRECTIVO,ELECCIÓN POPULAR,4261640.0,2020-01-01
MASCULINO,POSTGRADO,CUNDINAMARCA,TERRITORIAL,NO APLICA,ALCALDÍA,RAMA EJECUTIVA,DIRECTIVO,LIBRE NOMBRAMIENTO Y REMOCIÓN,7727305.0,2020-01-01
MASCULINO,PREGRADO,CUNDINAMARCA,TERRITORIAL,NO APLICA,ALCALDÍA,RAMA EJECUTIVA,DIRECTIVO,LIBRE NOMBRAMIENTO Y REMOCIÓN,2812143.0,2017-09-20
MASCULINO,PREGRADO,CUNDINAMARCA,TERRITORIAL,NO APLICA,ALCALDÍA,RAMA EJECUTIVA,DIRECTIVO,LIBRE NOMBRAMIENTO Y REMOCIÓN,2812143.0,2017-07-10
MASCULINO,PREGRADO,ANTIOQUIA,TERRITORIAL,NO APLICA,ALCALDÍA,RAMA EJECUTIVA,DIRECTIVO,LIBRE NOMBRAMIENTO Y REMOCIÓN,3865204.0,2016-01-04
MASCULINO,SIN INFORMACION,CUNDINAMARCA,TERRITORIAL,NO APLICA,ALCALDÍA,RAMA EJECUTIVA,PROFESIONAL,LIBRE NOMBRAMIENTO Y REMOCIÓN,2195010.0,2018-08-23
MASCULINO,POSTGRADO,BOGOTÁ. D.C.,NACIONAL,DEFENSA,MINISTERIO,RAMA EJECUTIVA,DIRECTIVO,LIBRE NOMBRAMIENTO Y REMOCIÓN,3935222.0,2022-09-01
MASCULINO,PREGRADO,BOGOTÁ. D.C.,NACIONAL,RELACIONES EXTERIORES,MINISTERIO,RAMA EJECUTIVA,DIRECTIVO,ESCALAFONADO EN CARRERA,9952423.0,1982-06-28
MASCULINO,POSTGRADO,BOGOTÁ. D.C.,NACIONAL,NO APLICA,UNIDAD ADMINISTRATIVA ESPECIAL CON PERSONERÍA JURÍDICA,NO APLICA,DIRECTIVO,LIBRE NOMBRAMIENTO Y REMOCIÓN,11724758.0,2015-06-01
MASCULINO,POSTGRADO,META,NACIONAL,NO APLICA,ENTE UNIVERSITARIO AUTÓNOMO,ÓRGANO AUTÓNOMO,DIRECTIVO,LIBRE NOMBRAMIENTO Y REMOCIÓN,8654300.0,2022-01-12
MASCULINO,POSTGRADO,BOGOTÁ. D.C.,NACIONAL,NO APLICA,CONTRALORÍA GENERAL DE LA REPÚBLICA,ORGANISMO DE CONTROL Y VIGILANCIA,DIRECTIVO,ESCALAFONADO EN CARRERA,13290244.0,2014-08-15
MASCULINO,POSTGRADO,BOGOTÁ. D.C.,TERRITORIAL,NO APLICA,GOBERNACIÓN,RAMA EJECUTIVA,ASESOR,LIBRE NOMBRAMIENTO Y REMOCIÓN,11321727.0,2021-04-19
MASCULINO,PREGRADO,CUNDINAMARCA,TERRITORIAL,NO APLICA,ALCALDÍA,RAMA EJECUTIVA,DIRECTIVO,LIBRE NOMBRAMIENTO Y REMOCIÓN,2505571.0,2020-08-21
MASCULINO,POSTGRADO,CUNDINAMARCA,TERRITORIAL,NO APLICA,ALCALDÍA,RAMA EJECUTIVA,DIRECTIVO,LIBRE NOMBRAMIENTO Y REMOCIÓN,2972653.0,2016-03-02
MASCULINO,PREGRADO,CUNDINAMARCA,TERRITORIAL,NO APLICA,ALCALDÍA,RAMA EJECUTIVA,DIRECTIVO,LIBRE NOMBRAMIENTO Y REMOCIÓN,3337555.0,2012-12-21
MASCULINO,POSTGRADO,CUNDINAMARCA,TERRITORIAL,NO APLICA,ALCALDÍA,RAMA EJECUTIVA,DIRECTIVO,PERIODO FIJO,2293382.0,2017-01-02
MASCULINO,POSTGRADO,BOGOTÁ. D.C.,NACIONAL,EDUCACIÓN,MINISTERIO,RAMA EJECUTIVA,ASESOR,LIBRE NOMBRAMIENTO Y REMOCIÓN,6391758.0,2010-02-01
MASCULINO,POSTGRADO,CUNDINAMARCA,TERRITORIAL,NO APLICA,ALCALDÍA,RAMA EJECUTIVA,DIRECTIVO,LIBRE NOMBRAMIENTO Y REMOCIÓN,2394705.0,2021-08-12
MASCULINO,POSTGRADO,META,TERRITORIAL,NO APLICA,PERSONERÍA MUNICIPAL,ORGANISMO DE CONTROL Y VIGILANCIA,DIRECTIVO,PERIODO FIJO,3458164.0,2022-05-25
MASCULINO,POSTGRADO,META,TERRITORIAL,NO APLICA,ALCALDÍA,RAMA EJECUTIVA,PROFESIONAL,LIBRE NOMBRAMIENTO Y REMOCIÓN,6163200.0,2021-07-23
MASCULINO,PREGRADO,META,TERRITORIAL,NO APLICA,PERSONERÍA MUNICIPAL,ORGANISMO DE CONTROL Y VIGILANCIA,DIRECTIVO,PERIODO FIJO,3879493.0,2016-03-01
MASCULINO,PREGRADO,META,TERRITORIAL,NO APLICA,ALCALDÍA,RAMA EJECUTIVA,DIRECTIVO,LIBRE NOMBRAMIENTO Y REMOCIÓN,2537900.0,2022-01-19
MASCULINO,PREGRADO,GUAVIARE,TERRITORIAL,NO APLICA,ALCALDÍA,RAMA EJECUTIVA,DIRECTIVO,ELECCIÓN POPULAR,3285000.0,2020-01-01
MASCULINO,POSTGRADO,BOGOTÁ. D.C.,NACIONAL,SALUD Y PROTECCIÓN SOCIAL,SUPERINTENDENCIA CON PERSONERÍA JURÍDICA,RAMA EJECUTIVA,DIRECTIVO,LIBRE NOMBRAMIENTO Y REMOCIÓN,8225691.0,2019-02-21
MASCULINO,POSTGRADO,LA GUAJIRA,NACIONAL,AMBIENTE Y DESARROLLO SOSTENIBLE,ÓRGANO AUTÓNOMO,ÓRGANO AUTÓNOMO,ASESOR,LIBRE NOMBRAMIENTO Y REMOCIÓN,6391758.0,2020-08-01
MASCULINO,PREGRADO,BOGOTÁ. D.C.,NACIONAL,NO APLICA,ESTABLECIMIENTO PÚBLICO,RAMA JUDICIAL,PROFESIONAL,LIBRE NOMBRAMIENTO Y REMOCIÓN,5251219.0,2019-09-02
MASCULINO,PREGRADO,ANTIOQUIA,TERRITORIAL,NO APLICA,ALCALDÍA,RAMA EJECUTIVA,DIRECTIVO,ELECCIÓN POPULAR,4054070.0,2020-01-01
MASCULINO,PREGRADO,ANTIOQUIA,TERRITORIAL,NO APLICA,ALCALDÍA,RAMA EJECUTIVA,DIRECTIVO,LIBRE NOMBRAMIENTO Y REMOCIÓN,2303332.0,2016-01-02
MASCULINO,POSTGRADO,ANTIOQUIA,TERRITORIAL,NO APLICA,ALCALDÍA,RAMA EJECUTIVA,DIRECTIVO,LIBRE NOMBRAMIENTO Y REMOCIÓN,11601300.0,2020-01-02
MASCULINO,POSTGRADO,ANTIOQUIA,TERRITORIAL,NO APLICA,EMPRESA DE SERVICIOS PÚBLICOS DOMICILIARIOS OFICIAL,RAMA EJECUTIVA,PROFESIONAL,LIBRE NOMBRAMIENTO Y REMOCIÓN,3663484.0,2020-01-16
MASCULINO,PREGRADO,ANTIOQUIA,TERRITORIAL,NO APLICA,ALCALDÍA,RAMA EJECUTIVA,DIRECTIVO,ELECCIÓN,3700235.0,2020-01-01
MASCULINO,PREGRADO,BOGOTÁ. D.C.,NACIONAL,TECNOLOGÍAS DE LA INFORMACIÓN Y LAS COMUNICACIONES,UNIDAD ADMINISTRATIVA ESPECIAL SIN PERSONERÍA JURÍDICA,RAMA EJECUTIVA,ASESOR,LIBRE NOMBRAMIENTO Y REMOCIÓN,10639740.0,2016-11-02
MASCULINO,POSTGRADO,ANTIOQUIA,TERRITORIAL,NO APLICA,ALCALDÍA,RAMA EJECUTIVA,DIRECTIVO,LIBRE NOMBRAMIENTO Y REMOCIÓN,9768858.0,2022-03-01
MASCULINO,POSTGRADO,ANTIOQUIA,TERRITORIAL,NO APLICA,ALCALDÍA,RAMA EJECUTIVA,PROFESIONAL,LIBRE NOMBRAMIENTO Y REMOCIÓN,6310906.0,2021-07-01
MASCULINO,POSTGRADO,ANTIOQUIA,TERRITORIAL,NO APLICA,ALCALDÍA,RAMA EJECUTIVA,DIRECTIVO,ELECCIÓN POPULAR,3458164.0,2020-01-01
